Vtrue_ktas,AMprs_inHG,AMtmp_degC,curnt___lb,alpha__deg
213.39165,19.14862,-6.81587,36507.74609,1.53171
213.0025,19.14869,-6.81566,36507.35938,1.54753
212.6179,19.14875,-6.8155,36506.98047,1.56369
212.23204,19.1488,-6.81536,36506.60156,1.58046
211.85034,19.14885,-6.81524,36506.22266,1.59723
211.46967,19.14889,-6.81512,36505.84375,1.614
211.09482,19.14892,-6.81502,36505.47266,1.63126
210.72122,19.14895,-6.81493,36505.08984,1.64799
210.34566,19.14898,-6.81485,36504.71094,1.66519
209.97755,19.14901,-6.81478,36504.33984,1.68228
209.60602,19.14903,-6.81472,36503.96094,1.69928
209.24092,19.14905,-6.81467,36503.58203,1.71629
208.87564,19.14907,-6.81462,36503.20312,1.73366
208.51395,19.14908,-6.81459,36502.82422,1.75062
208.15419,19.14909,-6.81456,36502.44922,1.7674
207.79752,19.14909,-6.81454,36502.06641,1.78409
207.44569,19.1491,-6.81453,36501.6875,1.80079
207.09265,19.1491,-6.81452,36501.30859,1.81773
206.74107,19.1491,-6.81452,36500.92969,1.83472
206.394,19.1491,-6.81452,36500.55469,1.85114
206.04866,19.1491,-6.81453,36500.17969,1.86816
205.70946,19.1491,-6.81453,36499.80078,1.88487
205.36665,19.14909,-6.81455,36499.42188,1.90166
205.02544,19.14909,-6.81457,36499.04297,1.9181
204.68704,19.14908,-6.81459,36498.66797,1.93513
204.35219,19.14907,-6.81461,36498.28906,1.95163
204.0211,19.14906,-6.81463,36497.90625,1.96817
203.68855,19.14906,-6.81465,36497.52734,1.9848
203.36096,19.14905,-6.81468,36497.15234,2.00132
203.03264,19.14904,-6.8147,36496.77734,2.0182
202.70853,19.14903,-6.81473,36496.39844,2.0348
202.38667,19.14902,-6.81476,36496.02344,2.05112
202.06361,19.14901,-6.81478,36495.64453,2.06779
201.74509,19.149,-6.81481,36495.26562,2.08446
201.42889,19.14899,-6.81483,36494.88281,2.10071
201.11185,19.14898,-6.81487,36494.50781,2.1174
200.80101,19.14897,-6.8149,36494.12891,2.13376
200.49141,19.14895,-6.81493,36493.75,2.15001
200.18854,19.14894,-6.81497,36493.37109,2.16574
199.88013,19.14893,-6.81502,36492.99219,2.18183
199.57428,19.14891,-6.81506,36492.61328,2.19844
199.27132,19.1489,-6.81509,36492.23438,2.2144
198.97218,19.14889,-6.81513,36491.85156,2.23076
198.67506,19.14887,-6.81516,36491.47656,2.24669
198.38065,19.14886,-6.8152,36491.09375,2.26292
198.08359,19.14885,-6.81523,36490.71875,2.27923
197.79401,19.14884,-6.81526,36490.33594,2.29479
197.50555,19.14883,-6.81529,36489.95703,2.31067
197.21724,19.14882,-6.81533,36489.76172,2.32677
196.93542,19.1488,-6.81536,36489.38281,2.34236
196.64957,19.14879,-6.8154,36489.00391,2.35782
196.36688,19.14878,-6.81544,36488.62109,2.37373
196.08482,19.14876,-6.81547,36488.23438,2.38976
195.80615,19.14875,-6.81551,36487.85938,2.40561
195.52963,19.14874,-6.81555,36487.48047,2.42106
195.25137,19.14872,-6.81558,36487.10547,2.43698
194.97662,19.14871,-6.81562,36486.72656,2.45252
194.70387,19.1487,-6.81565,36486.33984,2.46805
194.43639,19.14869,-6.81569,36485.96484,2.48355
194.16463,19.14867,-6.81572,36485.58203,2.49937
193.89558,19.14866,-6.81576,36485.21094,2.51496
193.62907,19.14865,-6.8158,36484.83203,2.53042
193.36458,19.14863,-6.81583,36484.44922,2.54544
193.10164,19.14862,-6.81586,36484.0625,2.56141
192.84007,19.14861,-6.81589,36483.68359,2.57669
192.57774,19.1486,-6.81593,36483.30859,2.59218
192.3232,19.14859,-6.81596,36482.93359,2.60752
241.0721,18.43424,-8.82697,36376.28516,0.49474
242.08087,18.43412,-8.8273,36375.25781,0.46283
243.06975,18.43402,-8.8276,36374.24219,0.43218
244.05211,18.43394,-8.82782,36373.21484,0.40268
245.01816,18.43389,-8.82795,36372.19531,0.37457
245.97513,18.43388,-8.82799,36371.16797,0.34806
246.91846,18.43389,-8.82795,36370.14844,0.32232
247.85211,18.43393,-8.82784,36369.10156,0.29709
248.77438,18.43399,-8.82768,36368.08594,0.2725
249.68219,18.43406,-8.82749,36367.0625,0.24851
250.57722,18.43413,-8.82727,36366.03516,0.2246
251.46474,18.43422,-8.82703,36365.00391,0.20102
252.33928,18.43431,-8.82679,36363.98828,0.17794
253.19983,18.43439,-8.82653,36362.9375,0.15527
254.04729,18.43449,-8.82626,36361.88281,0.13341
254.88452,18.43459,-8.82599,36360.86719,0.1117
255.70689,18.43468,-8.82571,36359.83984,0.09086
256.51929,18.43479,-8.82542,36358.82031,0.0702
257.31879,18.43489,-8.82512,36357.79688,0.05031
258.10901,18.435,-8.82481,36356.77344,0.03051
258.88419,18.43511,-8.8245,36355.75391,0.01174
259.64713,18.43522,-8.82418,36354.73047,-0.00698
260.39886,18.43534,-8.82387,36353.71094,-0.02509
261.13794,18.43545,-8.82355,36352.68359,-0.04317
261.86111,18.43556,-8.82322,36351.66016,-0.06035
262.57034,18.43568,-8.8229,36350.61328,-0.07735
263.2648,18.43579,-8.82256,36350.08203,-0.09377
263.94806,18.43591,-8.82222,36349.05078,-0.10969
264.61761,18.43604,-8.82188,36348.02734,-0.12513
265.27249,18.43616,-8.82153,36347,-0.13996
265.91595,18.43628,-8.82118,36345.94922,-0.15476
266.54633,18.43641,-8.82083,36344.91797,-0.16916
267.16379,18.43653,-8.82048,36343.89062,-0.18286
267.76971,18.43666,-8.82013,36342.83984,-0.19677
268.36496,18.43678,-8.81978,36341.81641,-0.20993
268.94928,18.4369,-8.81944,36340.78125,-0.22278
269.51877,18.43702,-8.81909,36339.76172,-0.23523
270.07532,18.43714,-8.81876,36338.73047,-0.2473
270.62045,18.43726,-8.81843,36337.66797,-0.25945
271.1557,18.43737,-8.8181,36336.60938,-0.27096
271.68088,18.43748,-8.81777,36335.58203,-0.28233
272.19656,18.4376,-8.81745,36334.52344,-0.29343
272.69739,18.43771,-8.81714,36333.5,-0.30416
273.19254,18.43782,-8.81683,36332.47266,-0.31461
273.67493,18.43793,-8.81653,36331.44531,-0.32474
274.14929,18.43803,-8.81623,36330.41406,-0.33503
274.6105,18.43813,-8.81594,36329.37891,-0.34444
275.0636,18.43824,-8.81565,36328.35938,-0.35407
275.50705,18.43834,-8.81537,36327.30859,-0.36315
275.94202,18.43843,-8.81509,36326.28125,-0.37219
276.36865,18.43853,-8.81482,36325.26172,-0.38117
276.78412,18.43862,-8.81455,36324.20703,-0.38963
277.19263,18.43872,-8.81429,36323.17578,-0.39785
277.59106,18.43881,-8.81404,36322.16016,-0.40595
277.98026,18.43889,-8.81378,36321.10938,-0.41391
278.36368,18.43898,-8.81354,36320.04688,-0.42177
278.73715,18.43907,-8.8133,36319.01562,-0.42899
279.10233,18.43915,-8.81307,36317.95703,-0.43659
279.46149,18.43923,-8.81283,36316.92969,-0.44365
279.81445,18.43931,-8.81261,36315.89453,-0.45071
280.15698,18.43939,-8.81238,36314.83984,-0.45761
280.49246,18.43946,-8.81217,36313.82031,-0.46424
280.82047,18.43954,-8.81196,36312.76953,-0.4706
281.14383,18.43961,-8.81175,36311.71094,-0.47705
281.4585,18.43968,-8.81155,36310.6875,-0.48312
281.76654,18.43975,-8.81135,36309.63672,-0.4893
282.06815,18.43982,-8.81116,36308.57812,-0.4953
282.36295,18.43989,-8.81097,36307.51953,-0.50081
282.64984,18.43995,-8.81079,36306.46484,-0.50643
282.93506,18.44002,-8.81061,36305.41406,-0.51197
283.21112,18.44008,-8.81043,36304.375,-0.51731
283.4816,18.44014,-8.81026,36303.33984,-0.52252
283.7475,18.4402,-8.81009,36302.31641,-0.52762
284.00739,18.44026,-8.80992,36301.27734,-0.53264
284.26071,18.44032,-8.80976,36300.26172,-0.53725
284.50937,18.44037,-8.8096,36299.22656,-0.54217
284.75354,18.44043,-8.80945,36298.1875,-0.54681
284.99124,18.44048,-8.8093,36297.16016,-0.55137
285.22366,18.44053,-8.80915,36296.125,-0.55585
285.44983,18.44058,-8.809,36295.08594,-0.5601
285.67032,18.44063,-8.80886,36294.04688,-0.56413
285.89017,18.44068,-8.80873,36293.51562,-0.56827
286.10419,18.44073,-8.80859,36292.48047,-0.57245
286.31219,18.44077,-8.80846,36291.45703,-0.57629
286.51474,18.44082,-8.80833,36290.43359,-0.58016
286.7142,18.44086,-8.8082,36289.40625,-0.58368
286.91058,18.44091,-8.80808,36288.375,-0.58751
287.10037,18.44095,-8.80796,36287.35156,-0.59119
287.28635,18.44099,-8.80784,36286.32422,-0.59466
287.47018,18.44103,-8.80773,36285.28906,-0.59809
287.64957,18.44107,-8.80761,36284.22656,-0.60128
287.8241,18.44111,-8.8075,36283.16406,-0.60449
287.99576,18.44115,-8.8074,36282.125,-0.60768
288.15997,18.44118,-8.80729,36281.07422,-0.61088
288.32401,18.44122,-8.80719,36280.01172,-0.61388
288.48199,18.44126,-8.80709,36278.95312,-0.61657
288.63913,18.44129,-8.80699,36277.89453,-0.61955
288.79092,18.44133,-8.80689,36276.83594,-0.62245
288.9408,18.44136,-8.8068,36275.77734,-0.6252
289.08646,18.44139,-8.80671,36274.71484,-0.62785
289.23016,18.44143,-8.80661,36273.65234,-0.6305
289.36896,18.44146,-8.80653,36272.59375,-0.63321
289.50531,18.44149,-8.80644,36271.55859,-0.63547
289.64075,18.44151,-8.80636,36270.53125,-0.63816
289.77097,18.44155,-8.80628,36269.50391,-0.64042
289.89828,18.44157,-8.8062,36268.47656,-0.64286
290.0235,18.4416,-8.80612,36267.44922,-0.64516
290.14728,18.44163,-8.80604,36266.41406,-0.64731
290.26709,18.44165,-8.80597,36265.38672,-0.64944
290.3847,18.44168,-8.8059,36264.32812,-0.65173
290.49872,18.44171,-8.80583,36263.26562,-0.65376
290.60992,18.44173,-8.80576,36262.23047,-0.65586
290.71774,18.44175,-8.80569,36261.20703,-0.65787
290.82526,18.44178,-8.80562,36260.17578,-0.65976
290.93048,18.4418,-8.80556,36259.125,-0.66173
291.03409,18.44182,-8.80549,36258.10547,-0.66345
291.13504,18.44185,-8.80543,36257.07422,-0.66543
291.23325,18.44187,-8.80536,36256.5625,-0.667
291.3291,18.44189,-8.80531,36255.52734,-0.66887
291.42313,18.44191,-8.80525,36254.46484,-0.6707
291.51535,18.44193,-8.8052,36253.40234,-0.67246
291.60535,18.44195,-8.80514,36252.37109,-0.67396
291.6925,18.44197,-8.80509,36251.33203,-0.67558
291.77866,18.44198,-8.80504,36250.27344,-0.67726
291.85645,18.43989,-8.81098,36249.22266,-0.6914
291.9458,18.44004,-8.81054,36248.1875,-0.68578
291.96646,18.44008,-8.81042,36247.66797,-0.68418
292.01062,18.44018,-8.81015,36247.66797,-0.68472
292.10187,18.4404,-8.80953,36246.625,-0.68422
292.18939,18.44063,-8.80888,36245.58203,-0.68358
292.27634,18.44084,-8.80826,36244.54297,-0.68359
292.35934,18.44104,-8.8077,36243.5,-0.68411
292.43848,18.44121,-8.80723,36242.46094,-0.68553
292.51407,18.44134,-8.80686,36241.41406,-0.68747
292.586,18.44144,-8.80657,36240.37109,-0.68975
292.6564,18.44152,-8.80634,36239.32422,-0.6919
292.72556,18.44159,-8.80615,36238.27734,-0.69359
292.79102,18.44165,-8.80598,36237.23438,-0.69531
292.854,18.44171,-8.80581,36236.1875,-0.69654
292.91772,18.44177,-8.80565,36235.14062,-0.6979
292.98026,18.44183,-8.80548,36234.12891,-0.69875
293.03964,18.44188,-8.80532,36233.11328,-0.6998
293.09781,18.44193,-8.80517,36232.06641,-0.70071
293.15277,18.44198,-8.80504,36231.01172,-0.70184
293.20825,18.44203,-8.80491,36229.99219,-0.70284
293.25021,18.44286,-8.80257,36228.97656,-0.6925
293.26355,18.44287,-8.80253,36228.97656,-0.70397
293.28946,18.44289,-8.80247,36228.46875,-0.70031
293.34042,18.44291,-8.80241,36227.41406,-0.70048
293.38641,18.44288,-8.80249,36226.37109,-0.70305
293.43176,18.44282,-8.80267,36225.33203,-0.70566
293.47269,18.44274,-8.8029,36224.29688,-0.70839
293.51291,18.44266,-8.80312,36223.27734,-0.71047
293.55441,18.44259,-8.80331,36222.24219,-0.71183
293.59714,18.44255,-8.80343,36221.19531,-0.71261
293.52957,18.44253,-8.8035,36220.17578,-0.70124
292.90115,18.44245,-8.80372,36219.46484,-0.69721
292.27319,18.44244,-8.80375,36218.78516,-0.69288
291.67026,18.44264,-8.80318,36218.10938,-0.67923
291.08932,18.44305,-8.80201,36217.44141,-0.6598
290.5275,18.44361,-8.80044,36216.77344,-0.63874
289.98141,18.44419,-8.79879,36216.10156,-0.62007
289.43878,18.44473,-8.79726,36215.42969,-0.60458
288.90799,18.44516,-8.79605,36214.75391,-0.59301
288.37729,18.44547,-8.79517,36214.08203,-0.58453
287.84967,18.44567,-8.79461,36213.41406,-0.57781
287.32922,18.44578,-8.79429,36212.74219,-0.57174
286.81845,18.44584,-8.79413,36212.07031,-0.56525
286.31369,18.44587,-8.79403,36211.39062,-0.55815
285.81808,18.4459,-8.79395,36210.72266,-0.54981
285.33514,18.44593,-8.79385,36210.05078,-0.54087
284.85925,18.44598,-8.79372,36209.37109,-0.53159
284.3912,18.44603,-8.79358,36208.69531,-0.52199
283.93204,18.44608,-8.79344,36208.03516,-0.51251
283.48105,18.44612,-8.79333,36207.36328,-0.50338
283.0401,18.44615,-8.79324,36206.69141,-0.49497
282.60794,18.44617,-8.79319,36206.01953,-0.48648
282.18237,18.44617,-8.79317,36205.67969,-0.47834
281.7612,18.44617,-8.79319,36205.00391,-0.47034
281.34763,18.44615,-8.79323,36204.33984,-0.46259
280.94214,18.44613,-8.79328,36203.67578,-0.45485
280.54489,18.44611,-8.79334,36203,-0.44717
280.15646,18.44609,-8.79341,36202.32812,-0.43938
279.7785,18.44606,-8.79349,36201.66016,-0.43186
279.40479,18.44604,-8.79356,36200.98438,-0.42436
279.03445,18.446,-8.79365,36200.3125,-0.41698
278.67456,18.44597,-8.79374,36199.64062,-0.40977
278.31992,18.44594,-8.79384,36198.96484,-0.40254
277.97308,18.4459,-8.79394,36198.29297,-0.39569
277.63171,18.44587,-8.79404,36197.61719,-0.38873
277.29684,18.44583,-8.79415,36196.94922,-0.38181
276.96887,18.44579,-8.79426,36196.28125,-0.37511
276.64514,18.44575,-8.79438,36195.60156,-0.3686
276.32645,18.44571,-8.7945,36194.93359,-0.36197
276.01483,18.44566,-8.79461,36194.26172,-0.35556
275.70798,18.44562,-8.79473,36193.58984,-0.34925
275.40674,18.44558,-8.79485,36192.92188,-0.343
275.11118,18.44554,-8.79496,36192.24609,-0.33671
274.82114,18.4455,-8.79507,36191.57422,-0.33064
274.53775,18.44546,-8.79519,36190.90234,-0.32477
274.25894,18.44542,-8.7953,36190.23438,-0.31865
273.98553,18.44538,-8.79541,36189.55469,-0.31303
273.71658,18.44534,-8.79553,36188.88281,-0.3072
273.45172,18.4453,-8.79564,36188.21875,-0.30174
273.19391,18.44526,-8.79575,36187.54688,-0.29633
272.9415,18.44522,-8.79587,36186.88281,-0.29091
272.69318,18.44518,-8.79598,36186.19922,-0.28541
272.44736,18.44514,-8.79609,36185.53516,-0.28031
272.20612,18.4451,-8.7962,36184.86719,-0.27511
271.96936,18.44506,-8.79631,36184.19922,-0.27003
271.73792,18.44503,-8.79641,36183.52344,-0.26502
271.50946,18.44499,-8.79652,36182.85156,-0.26001
271.28549,18.44496,-8.79662,36182.18359,-0.25516
271.0647,18.44492,-8.79672,36181.51953,-0.2503
270.84906,18.44489,-8.79681,36180.84375,-0.2457
270.63583,18.44485,-8.79691,36180.17969,-0.24089
270.42975,18.44482,-8.79701,36179.50391,-0.23641
270.22592,18.44479,-8.7971,36178.83594,-0.23204
270.02448,18.44475,-8.79719,36178.17188,-0.22745
269.82697,18.44472,-8.79729,36177.50391,-0.22314
269.63351,18.44469,-8.79738,36177.16406,-0.21895
269.4436,18.44465,-8.79747,36176.48828,-0.21479
269.25833,18.44462,-8.79756,36175.81641,-0.21056
269.07446,18.44459,-8.79765,36175.14844,-0.20642
268.89557,18.44456,-8.79773,36174.47656,-0.20263
268.71906,18.44453,-8.79782,36173.8125,-0.19861
268.54532,18.4445,-8.7979,36173.14453,-0.1948
268.37494,18.44448,-8.79798,36172.46875,-0.19072
268.20877,18.44444,-8.79807,36171.80469,-0.18717
268.04346,18.44442,-8.79814,36171.14062,-0.18345
267.88275,18.44439,-8.79822,36170.46875,-0.18008
267.72491,18.44436,-8.7983,36169.80078,-0.17625
267.56848,18.44434,-8.79837,36169.13672,-0.17284
267.41669,18.44431,-8.79845,36168.46094,-0.16937
267.26828,18.44428,-8.79852,36167.78516,-0.16596
267.12115,18.44426,-8.79859,36167.11719,-0.1627
266.97705,18.44423,-8.79866,36166.44531,-0.15939
266.83472,18.44421,-8.79874,36165.77734,-0.15632
266.69617,18.44419,-8.7988,36165.10156,-0.15303
266.55963,18.44416,-8.79887,36164.42969,-0.15005
266.42639,18.44414,-8.79894,36163.75391,-0.14694
266.29294,18.44411,-8.799,36163.08594,-0.14398
266.16348,18.44409,-8.79906,36162.41406,-0.14089
266.03772,18.44407,-8.79913,36161.74219,-0.13828
265.91489,18.44405,-8.79919,36161.07031,-0.13522
265.79138,18.44403,-8.79925,36160.41016,-0.1326
265.673,18.44401,-8.79931,36159.73828,-0.12974
265.5553,18.44399,-8.79937,36159.07031,-0.1272
265.44125,18.44396,-8.79942,36158.40234,-0.12445
265.32669,18.44394,-8.79948,36157.72656,-0.12169
265.21506,18.44393,-8.79954,36157.05078,-0.11934
265.10431,18.4439,-8.7996,36156.37891,-0.11681
264.99585,18.44389,-8.79965,36155.70312,-0.1142
264.88861,18.44387,-8.7997,36155.03125,-0.11171
264.78479,18.44385,-8.79975,36154.35547,-0.10945
264.68228,18.44383,-8.7998,36153.68359,-0.10682
264.58264,18.44382,-8.79985,36153.01172,-0.10469
264.48343,18.4438,-8.7999,36152.67578,-0.10242
264.38599,18.44378,-8.79994,36152,-0.10033
264.28891,18.44377,-8.79999,36151.33594,-0.09798
264.19547,18.44375,-8.80004,36150.67578,-0.09564
264.10547,18.44373,-8.80008,36150.00391,-0.09379
264.01773,18.44372,-8.80013,36149.33203,-0.09129
263.92996,18.4437,-8.80018,36148.66406,-0.08967
263.84344,18.44368,-8.80022,36147.98438,-0.08776
263.75897,18.44367,-8.80027,36147.32422,-0.08575
263.67325,18.44365,-8.80031,36146.65625,-0.08363
263.59219,18.44364,-8.80036,36145.98438,-0.08186
263.51065,18.44362,-8.8004,36145.31641,-0.07977
263.43045,18.44361,-8.80044,36144.64453,-0.07805
263.35315,18.44359,-8.80048,36143.98438,-0.07612
263.27652,18.44358,-8.80051,36143.30859,-0.0743
263.19986,18.44357,-8.80055,36142.64844,-0.0726
263.12589,18.44355,-8.80059,36141.97656,-0.07088
263.05298,18.44354,-8.80062,36141.30469,-0.06933
262.98184,18.44353,-8.80066,36140.63672,-0.0676
262.90979,18.44352,-8.80069,36139.97266,-0.06583
262.84113,18.44351,-8.80073,36139.30078,-0.06443
262.77435,18.44349,-8.80076,36138.63672,-0.06272
262.70612,18.44348,-8.80079,36137.96875,-0.06116
262.6395,18.44347,-8.80083,36137.29297,-0.05962
262.57492,18.44346,-8.80086,36136.62891,-0.05805
262.51093,18.44345,-8.80089,36135.94922,-0.0566
262.44974,18.44344,-8.80092,36135.28906,-0.05504
262.3884,18.44343,-8.80095,36134.61719,-0.05364
262.32886,18.44341,-8.80098,36133.95312,-0.05235
262.27106,18.44341,-8.80101,36133.28125,-0.05098
262.21298,18.4434,-8.80104,36132.61328,-0.04969
262.15521,18.44338,-8.80107,36131.94531,-0.04822
262.09949,18.44337,-8.8011,36131.27344,-0.04697
262.04538,18.44336,-8.80113,36130.60938,-0.04578
261.99026,18.44335,-8.80115,36129.92969,-0.04451
261.9371,18.44334,-8.80118,36129.25781,-0.04308
261.88449,18.44334,-8.80121,36128.58984,-0.04195
261.83444,18.44333,-8.80123,36127.91797,-0.04076
261.78302,18.44332,-8.80125,36127.24219,-0.0395
261.73541,18.44331,-8.80128,36126.5625,-0.03834
261.68909,18.4433,-8.8013,36125.89062,-0.03733
261.64087,18.44329,-8.80133,36125.22656,-0.03633
261.59595,18.44328,-8.80135,36124.55078,-0.03538
261.54935,18.44328,-8.80138,36123.87891,-0.03415
261.50656,18.44327,-8.8014,36123.20703,-0.03321
261.46332,18.44326,-8.80143,36122.87109,-0.03234
261.41879,18.44325,-8.80145,36122.19922,-0.03122
261.37561,18.44324,-8.80148,36121.52734,-0.03012
261.33185,18.44323,-8.8015,36120.85938,-0.02916
261.29108,18.44323,-8.80152,36120.1875,-0.0283
261.24927,18.44322,-8.80153,36119.52344,-0.02701
261.21078,18.44321,-8.80155,36118.84766,-0.02636
261.1709,18.44321,-8.80156,36118.17969,-0.02535
261.13239,18.4432,-8.80158,36117.50781,-0.02454
261.09286,18.4432,-8.8016,36116.84766,-0.02365
261.05325,18.44319,-8.80162,36116.17188,-0.0225
261.01779,18.44318,-8.80164,36115.50391,-0.02193
260.9823,18.44318,-8.80165,36114.83594,-0.02108
260.94766,18.44317,-8.80167,36114.16797,-0.02013
260.91373,18.44317,-8.80169,36113.49609,-0.0194
260.87958,18.44316,-8.80171,36112.82812,-0.0185
260.84836,18.44315,-8.80172,36112.16016,-0.01789
260.81454,18.44315,-8.80174,36111.48828,-0.0171
260.78159,18.44314,-8.80176,36110.8125,-0.01651
260.75034,18.44313,-8.80178,36110.14062,-0.01573
260.71875,18.44313,-8.80179,36109.46875,-0.01492
260.68918,18.44312,-8.80181,36108.80078,-0.01435
260.65973,18.44312,-8.80182,36108.12891,-0.01374
260.62973,18.44311,-8.80184,36107.46094,-0.01299
260.59912,18.44311,-8.80185,36106.79297,-0.01225
260.56912,18.4431,-8.80187,36106.12891,-0.01143
260.23657,18.44308,-8.80193,36105.58594,0.00595
259.80295,18.44305,-8.802,36105.10938,0.00526
259.37238,18.44314,-8.80175,36104.63281,0.01684
258.94586,18.44337,-8.80111,36104.15234,0.03297
258.52847,18.4437,-8.80017,36103.67969,0.05174
258.11176,18.44409,-8.79908,36103.20312,0.07019
257.69675,18.44447,-8.79801,36102.73047,0.08641
257.28766,18.44479,-8.79708,36102.25391,0.09946
251.79916,16.73346,-13.71677,39047.98047,0.81364
250.95691,16.7342,-13.71459,39047.68359,0.85081
250.1104,16.73474,-13.71304,39047.375,0.87819
249.2532,16.73506,-13.71209,39047.07812,0.89963
248.39301,16.73522,-13.71164,39046.76953,0.91889
247.53485,16.73526,-13.71152,39046.46875,0.93817
246.68013,16.73524,-13.71156,39046.17969,0.95993
245.83037,16.73521,-13.71166,39045.87109,0.98561
244.98711,16.73518,-13.71174,39045.57422,1.01564
244.14954,16.73515,-13.71182,39045.27734,1.04478
243.31483,16.73513,-13.71188,39044.97656,1.07392
242.49037,16.73512,-13.71192,39044.67969,1.10363
241.66565,16.73511,-13.71194,39044.38672,1.13363
240.84653,16.73512,-13.71193,39044.09766,1.16406
240.03259,16.73512,-13.7119,39043.79688,1.19479
239.22192,16.73514,-13.71186,39043.5,1.22569
238.42017,16.73515,-13.71182,39043.19141,1.25642
237.61995,16.73517,-13.71178,39042.89062,1.28739
236.82312,16.73518,-13.71174,39042.59375,1.31814
236.03394,16.73519,-13.7117,39042.29688,1.34892
235.25214,16.7352,-13.71167,39041.99609,1.37985
234.47552,16.73521,-13.71165,39041.70312,1.41072
233.70195,16.73522,-13.71163,39041.40234,1.44172
